max_steps,strategy,success_rate,avg_steps,avg_mastery,avg_mastery_gain,unnecessary_remediation
30,Baseline,0.45,24.92,0.6747663333333332,0.13175066666666665,0.0
30,Rule-Based,0.4533333333333333,24.346666666666668,0.6889563333333334,0.14506333333333332,0.6033333333333334
30,Adaptive (Ours),0.6266666666666667,21.996666666666666,0.6785863333333333,0.13448166666666667,0.2
40,Baseline,0.5533333333333333,30.35,0.694099,0.15272466666666668,0.0
40,Rule-Based,0.5933333333333334,29.263333333333332,0.7137196666666668,0.17019466666666663,0.8066666666666666
40,Adaptive (Ours),0.66,25.923333333333332,0.6843106666666667,0.14458233333333334,0.18333333333333332
50,Baseline,0.6233333333333333,34.596666666666664,0.7020146666666667,0.16182,0.0
50,Rule-Based,0.6466666666666666,33.41,0.7271983333333333,0.18257433333333334,0.7633333333333333
50,Adaptive (Ours),0.71,29.016666666666666,0.6934296666666667,0.152972,0.19333333333333333
