max_steps,strategy,success_rate,avg_steps,avg_mastery,avg_mastery_gain,unnecessary_remediation
30,Baseline,0.44,25.286666666666665,0.7011636666666666,0.15938766666666665,0.0
30,Rule-Based,0.46,24.55666666666667,0.715905,0.17463333333333333,0.5933333333333334
30,Adaptive (Ours),0.6133333333333333,22.0,0.6859703333333333,0.14574066666666666,0.19
40,Baseline,0.5466666666666666,30.163333333333334,0.7221029999999999,0.18210633333333334,0.0
40,Rule-Based,0.5833333333333334,29.33,0.7398223333333334,0.19585133333333335,0.8766666666666667
40,Adaptive (Ours),0.7033333333333334,25.36,0.7309153333333334,0.18691766666666665,0.16333333333333333
50,Baseline,0.6266666666666667,34.06,0.733164,0.19381266666666666,0.0
50,Rule-Based,0.6566666666666666,32.946666666666665,0.7492546666666666,0.20664233333333334,0.7333333333333333
50,Adaptive (Ours),0.7533333333333333,28.036666666666665,0.7291846666666667,0.1863,0.22666666666666666
